objectid,parentid,title,photographer,date,date-is-approximate,description,item_information,postcard_type,subject,location,state,latitude,longitude,publisher,publisher_location,identifier,rights,source,rightsstatement,original format,type,format,language,filename,display_template,object_location,image_small,image_thumb
nwpostcards45,,Oxbow Dam,Courtesy of Idaho Power,1980,yes,"Postcard of the Oxbow Dam in Hell's Canyon on the Snake River between Oregon and Idaho.  | Oxbow Dam, finished in 1962 by Idaho Power Company as second unit in new Hell's Canyon development, harnesses the mighty Snake River in a bold construction feat. The name comes from the unusual sharp turns of the river in the shape of an ox bow.",,photographic postcards,hydroelectric dams; rock-fill dams; rivers; canyons; photographic postcards,"Oxbow Dam; Oxbow, Oregon",Oregon,44.968806,-116.869569,Northwest Curio & Postcard Co.,"Boise, ID",postcard_112,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.5, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_112.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_112_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_112_th.jpg
nwpostcards46,nwpostcards45,,,,,,,,,,,,,,,postcard_112.jpg,,,,,,image/jpeg,,postcard_112.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_112.jpg.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_112.jpg_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_112.jpg_th.jpg
nwpostcards47,nwpostcards45,,,,,,,,,,,,,,,postcard_112b.jpg,,,,,,image/jpeg,,postcard_112b.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_112b.jpg.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_112b.jpg_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_112b.jpg_th.jpg
nwpostcards48,,"Sea Lions, Oregon Coast",Ray Atkeson,1970,yes,"Postcard of sea lions sunning on the Oregon Coast near Florence, Oregon.  | Sea Lions sunning on shoreline at Sea Lion Caves, Oregon Coast.",,photographic postcards,coastlines;  Otariidae (family); rocks; waves; photographic postcards,"Sea Lion Caves; Florence, Idaho",Oregon,44.122153,-124.1286,Northwest Curio & Postcard Co.,"Boise, ID",postcard_119,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.4375, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_119.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_119_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_119_th.jpg
nwpostcards49,nwpostcards48,,,,,,,,,,,,,,,postcard_119.jpg,,,,,,image/jpeg,,postcard_119.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_119.jpg.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_119.jpg_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_119.jpg_th.jpg
nwpostcards50,nwpostcards48,,,,,,,,,,,,,,,postcard_119b.jpg,,,,,,image/jpeg,,postcard_119b.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_119b.jpg.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_119b.jpg_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_119b.jpg_th.jpg
nwpostcards51,,Umpqua Lighthouse,George Mood,1970,yes,"Postcard of the Umpqua Lighthouse near Winchester Bay, Oregon. | Umpqua Lighthouse (State Park). At mouth of Umpqua River, Oregon, 1 mile west of Winchester Bay.",,photographic postcards,lighthouses; photographic postcards,"Umpqua Lighthouse; Umpqua State Park; Winchester Bay, Oregon",Oregon,43.6622,-124.198479,"Western Color Sales, Inc.","Portland, OR",postcard_120,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.5 x 3.5, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_120.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_120_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_120_th.jpg
nwpostcards52,nwpostcards51,,,,,,,,,,,,,,,postcard_120.jpg,,,,,,image/jpeg,,postcard_120.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_120.jpg.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_120.jpg_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_120.jpg_th.jpg
nwpostcards53,nwpostcards51,,,,,,,,,,,,,,,postcard_120b.jpg,,,,,,image/jpeg,,postcard_120b.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_120b.jpg.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_120b.jpg_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_120b.jpg_th.jpg
nwpostcards54,,"Coos Bay Bridge, Oregon",Howard Royle,1970,yes,"Postcard is of the Conde McCullough Memorial Bridge near Coos Bay, Oregon. | Coos Bay Bridge, Oregon. McCullough Bridge over Coos Bay, Oregon Coast. Total length over a mile, this multi-million dollar structure is an important link on the scenic Oregon coast highway. South approach is from a state park in North Bend.",,photographic postcards,cantilever bridges; rivers; flowers; shrubs; rees; beaches; coastlines; photographic postcards,"Coos Bay, Oregon; Conde McCullough Memorial Bridge",Oregon,43.433448,-124.217311,Northwest Curio & Postcard Co.,"Boise, ID",postcard_121,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.4375, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_121.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_121_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_121_th.jpg
nwpostcards55,nwpostcards54,,,,,,,,,,,,,,,postcard_121,,,,,,image/jpeg,,postcard_121.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_121.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_121_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_121_th.jpg
nwpostcards56,nwpostcards54,,,,,,,,,,,,,,,postcard_121b,,,,,,image/jpeg,,postcard_121b.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_121b.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_121b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_121b_th.jpg
nwpostcards57,,Columbia River Gorge,,1970,yes,"Postcard is of the Columbia River Gorge with a view of Highway 84 heading east.  | Columbia River Gorge. Looking eastward from point east of Hood River, Oregon.",,photographic postcards,rivers; highways; automobiles; mountains; trees; photographic postcards,Hood River; Columbia River,Oregon,45.684297,-121.310792,"Smith Western, Inc.","Tacoma, WA; Portland, OR",postcard_122,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_122.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_122_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_122_th.jpg
nwpostcards58,nwpostcards57,,,,,,,,,,,,,,,postcard_122,,,,,,image/jpeg,,postcard_122.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_122.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_122_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_122_th.jpg
nwpostcards59,nwpostcards57,,,,,,,,,,,,,,,postcard_122b,,,,,,image/jpeg,,postcard_122b.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_122b.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_122b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_122b_th.jpg
nwpostcards60,,"Vista House, Crown Point",,1940,yes,"Postcard of the Crown Point Vista House on the Historic Columbia River Highway near Portland, Oregon. | Vista House, Crown Point. Overlooking the beautiful Columbia River Gorge. This State owned building, giving the public the opportunity to take in the beauty of the area.",,photographic postcards,viewpoint; overlooks; scenic byways; photographic postcards; automobiles; men; mountains; trees; children; families,"Crown Point Vista House; Columbia River Highway; Portland, Oregon",Oregon,45.539168,-122.244667,"Smith Western, Inc.","Portland, OR",postcard_123,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_123.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_123_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_123_th.jpg
nwpostcards61,nwpostcards60,,,,,,,,,,,,,,,postcard_123,,,,,,image/jpeg,,postcard_123.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_123.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_123_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_123_th.jpg
nwpostcards62,nwpostcards60,,,,,,,,,,,,,,,postcard_123b,,,,,,image/jpeg,,postcard_123b.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_123b.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_123b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_123b_th.jpg
nwpostcards63,,"Mt. Hood, Oregon",Ken Vermillion,1960,yes,"Postcard of Mount Hood from a field near Mt Hood Parkdale, Oregon. | Mt. Hood, Oregon. As seen in midsummer in upper Hood River Valley.",,photographic postcards,mountains; snow; trees; wildflowers; buildings; barns; clouds; photographic postcards,"Mt. Hood; Mt. Hood Parkdale, Oregon",Oregon,45.4821,-121.603206,"Smith Western, Inc.","Portland, OR",postcard_124,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_124.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_124_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_124_th.jpg
nwpostcards64,nwpostcards63,,,,,,,,,,,,,,,postcard_124,,,,,,image/jpeg,,postcard_124.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_124.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_124_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_124_th.jpg
nwpostcards65,nwpostcards63,,,,,,,,,,,,,,,postcard_124b,,,,,,image/jpeg,,postcard_124b.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_124b.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_124b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_124b_th.jpg
nwpostcards66,,"Timberline Lodge, Oregon (1)",Ray Atkeson,1970,yes,"Postcard is a winter scene of Timberline Lodge on Mt Hood, Oregon. | Timberline Lodge, Oregon. Nestled at the edge of the timberline on the southern slopes of Mt. Hood, Timberline Lodge offers winter and summer recreation for the skier or tourist. Hand-hewn from great logs, it is a monument to the Forest Service and W.P.A. labor, which erected it.",,photographic postcards,mountains; snow; ski lodges; trees; photographic postcards; historical buildings,"Mt. Hood; Timberline Lodge; Clackamas County, Oregon",Oregon,45.328783,-121.711688,"Western Color Sales, Inc.","Portland, OR",postcard_125,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_125.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_125_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_125_th.jpg
nwpostcards67,nwpostcards66,,,,,,,,,,,,,,,postcard_125,,,,,,image/jpeg,,postcard_125.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_125.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_125_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_125_th.jpg
nwpostcards68,nwpostcards66,,,,,,,,,,,,,,,postcard_125b,,,,,,image/jpeg,,postcard_125b.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_125b.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_125b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_125b_th.jpg
nwpostcards69,,"Sheep across the Grand Coulee Dam, Washington - 217",Western Souvenirs,1930,yes,"Postcard of sheep crossing the Grand Coulee Dam in Washington state. | Jod Hodgin, Eastern Washington wool grower, takes his sheep across the top of he Grand Coulee Dam for grazing in the forests of Northern Washington. Shown in the picture are 2,600 (count 'em) sheep. The distance across the top of the dam is 4,173 feet.",,picture postcards,Ovis (genus); livestock; livestock breeders; gravity dams; hydroelectric dams; picture postcards,"Grand Coulee Dam; Grand Coulee, Washington",Washington,47.956152,-118.981856,E.C. Kropp Co.,"Milwaukee, WI",postcard_013,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.5 x 3.5, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_013.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_013_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_013_th.jpg
